DATE,CL1,CL4,MVOLNU,AAA_Yield,BAA_Yield,ICJ,VIX,BDI,GSCI,SPYDPS,SPY,BM,SP_LAST,SP_LOW,SP_HIGH,SP_OPEN,PE,SPX_12MEPS,USGG10YR,USGG3M,USGG6M,SIM
26/06/2009,69.16,69.16,5928.97,5.78,7.17,59.81,25.93,3703,450.967,2.0728,91.89,1.9795,918.9,913.03,922,918.84,16.2032,19.96,3.5363,0.1724,0.2945,0.853846154
29/06/2009,71.49,71.49,4096.34,5.78,7.2,58.69,25.35,3734,460.152,2.0728,92.723,1.9912,927.23,916.18,927.99,919.86,16.3523,20.29,3.4768,0.1755,0.3402,0.830769231
30/06/2009,69.89,69.89,4954.79,5.78,7.17,58.94,26.35,3757,450.217,2.0728,91.932,1.9224,919.32,912.86,930.01,927.15,18.1288,16.45,3.5326,0.1775,0.3402,0.823076923
01/07/2009,69.31,69.31,3994.95,5.82,7.2,59.15,26.22,3742,448.935,2.0728,92.333,1.9291,923.33,920.82,931.92,920.82,18.2171,16.84,3.5365,0.1623,0.3189,0.815384615
02/07/2009,66.73,66.73,3902.85,5.79,7.14,61.11,27.95,3672,435.77,2.0728,89.642,1.8729,896.42,896.42,921.24,921.24,17.686,16.84,3.4946,0.1562,0.2924,0.807692308
06/07/2009,64.05,64.05,4611.3,5.8,7.18,60.6,29,3375,421.779,2.0728,89.872,1.8752,898.72,886.36,898.72,894.27,17.7921,16.95,3.5063,0.1521,0.2873,0.776923077
07/07/2009,62.93,62.93,4533.68,5.75,7.13,61.49,30.85,3216,414.962,2.0728,88.103,1.8383,881.03,879.93,898.6,898.6,17.442,16.95,3.4544,0.1806,0.269,0.769230769
08/07/2009,60.14,60.14,5870.41,5.61,6.99,62.4,31.3,3107,402.184,2.0728,87.956,1.8352,879.56,869.32,886.8,881.9,17.4126,16.95,3.3081,0.1755,0.2538,0.761538462
09/07/2009,60.41,60.41,4226.64,5.76,7.15,61.78,29.78,3018,406.632,2.0728,88.268,1.8366,882.68,878.45,887.86,881.28,17.4922,16.9,3.403,0.1755,0.2487,0.753846154
10/07/2009,59.89,59.89,3800.86,5.65,7.03,62.06,29.02,2985,404.508,2.0728,87.913,1.8292,879.13,872.81,883.57,880.03,17.4218,16.9,3.3026,0.1674,0.2436,0.746153846
13/07/2009,59.69,59.69,4713.51,5.63,7.08,60.66,26.31,2975,405.139,2.0728,90.105,1.8749,901.05,875.32,901.05,879.57,17.8562,16.9,3.35,0.1755,0.2589,0.723076923
14/07/2009,59.52,59.52,4191.94,5.73,7.18,61.01,25.02,3097,407.979,2.0728,90.584,1.8848,905.84,896.5,905.84,900.77,17.951,16.9,3.4703,0.1755,0.2721,0.715384615
15/07/2009,61.54,61.54,5419.82,5.84,7.26,61.36,25.89,3324,418.153,2.0728,93.268,1.9407,932.68,910.15,933.95,910.15,18.4829,16.9,3.6038,0.1755,0.2741,0.707692308
16/07/2009,62.02,62.02,5002.55,5.77,7.19,62.06,25.42,3501,421.775,2.0728,94.074,1.9575,940.74,927.45,943.96,930.17,18.6431,16.9,3.5689,0.1653,0.268,0.7
17/07/2009,63.56,63.56,5034.73,5.81,7.23,64.12,24.34,3542,430.181,2.0728,94.038,1.9568,940.38,934.65,941.89,940.56,18.6363,16.89,3.6433,0.1623,0.267,0.692307692
20/07/2009,63.98,63.98,4937.43,5.72,7.16,62.47,24.4,3511,435.149,2.0728,95.113,1.9792,951.13,940.99,951.62,942.07,18.8494,16.89,3.6063,0.1633,0.267,0.669230769
21/07/2009,64.72,64.72,5080.16,5.62,7.05,63.77,23.87,3455,435.549,2.0728,95.458,1.9864,954.58,943.22,956.53,951.97,18.9181,16.89,3.4824,0.1816,0.2721,0.661538462
22/07/2009,65.4,65.4,4668.36,5.7,7.11,62.16,23.47,3407,435.71,2.0728,95.407,1.9853,954.07,947.75,959.83,953.4,18.9077,16.89,3.5443,0.1806,0.267,0.653846154
23/07/2009,67.16,67.16,5868.2,5.8,7.2,61.86,23.43,3355,445.1,2.0728,97.629,2.0314,976.29,953.27,979.42,954.07,19.3562,16.87,3.6555,0.1806,0.2772,0.646153846
24/07/2009,68.05,68.05,4317.09,5.74,7.11,60.75,23.09,3345,448.01,2.0728,97.926,2.0376,979.26,965.95,979.79,972.16,19.4153,16.87,3.6578,0.1775,0.267,0.638461538
27/07/2009,68.38,68.38,4578.64,5.8,7.15,58.8,24.28,3407,450.113,2.0728,98.218,2.0449,982.18,972.29,982.49,978.63,19.4432,17.06,3.7189,0.1856,0.2619,0.615384615
28/07/2009,67.23,67.23,5416.63,5.74,7.04,62.46,25.01,3475,444.177,2.0728,97.962,2.0396,979.62,969.35,982.35,981.48,19.3925,17.06,3.6856,0.1826,0.2589,0.607692308
29/07/2009,63.35,63.35,5414.38,5.6,6.92,62.05,25.61,3499,426.884,2.0728,97.515,2.0301,975.15,968.65,977.76,977.66,19.3045,17.06,3.6582,0.1775,0.2538,0.6
30/07/2009,66.94,66.94,6098.44,5.53,6.8,62.58,25.4,3445,446.553,2.0728,98.675,2.0542,986.75,976.01,996.68,976.01,19.5336,17.06,3.6074,0.1755,0.2518,0.592307692
31/07/2009,69.45,69.45,5677.49,5.38,6.63,64.69,25.92,3350,457.407,2.0728,98.748,2.0528,987.48,982.85,993.18,986.8,19.5764,16.92,3.4796,0.1755,0.2487,0.584615385
03/08/2009,71.58,71.58,5626.74,5.48,6.7,61.02,25.56,3251,472.288,2.0728,100.263,2.0829,1002.63,990.22,1003.61,990.22,19.8977,16.85,3.6333,0.1704,0.2568,0.561538462
04/08/2009,71.42,71.42,5741.02,5.52,6.69,59.53,24.89,3159,472.541,2.0728,100.565,2.0892,1005.65,996.68,1007.12,1001.41,19.9582,16.85,3.6845,0.1775,0.2741,0.553846154
05/08/2009,71.97,71.97,8200.8,5.59,6.75,57.42,24.9,3051,476.64,2.0728,100.272,2.0832,1002.72,994.31,1006.64,1005.41,19.9009,16.85,3.7459,0.1755,0.2741,0.546153846
06/08/2009,71.94,71.94,6807.9,5.53,6.69,58.89,25.67,2907,471.238,2.0728,99.708,2.0363,997.08,992.49,1008,1004.06,20.9738,13.86,3.7501,0.1653,0.267,0.538461538
07/08/2009,70.93,70.93,7080.21,5.63,6.74,56.82,24.76,2772,468.129,2.0728,101.048,2.0638,1010.48,999.83,1018,999.83,21.2565,13.86,3.8502,0.1704,0.2772,0.530769231
10/08/2009,70.6,70.6,5477.56,5.54,6.65,57.25,24.99,2689,469.049,2.0728,100.71,2.0569,1007.1,1000.99,1010.12,1008.89,21.1852,13.86,3.7765,0.1572,0.2721,0.507692308
11/08/2009,69.45,69.45,5863.79,5.49,6.59,59.72,25.99,2623,464.605,2.0728,99.435,2.0308,994.35,992.4,1005.77,1005.77,20.9167,13.86,3.6677,0.1755,0.2721,0.5
12/08/2009,70.16,70.16,5530.66,5.6,6.69,59.28,25.45,2612,469.731,2.0728,100.581,2.0542,1005.81,993.36,1012.78,994,21.1581,13.86,3.7172,0.1704,0.2589,0.492307692
13/08/2009,70.52,70.52,5292.38,5.47,6.58,57.41,24.71,2685,472.915,2.0728,101.273,2.0681,1012.73,1000.82,1013.14,1005.86,21.3238,13.81,3.595,0.1674,0.2538,0.484615385
14/08/2009,67.51,67.51,5056.13,5.46,6.57,57.06,24.27,2752,458.361,2.0728,100.409,2.0505,1004.09,994.6,1012.6,1012.23,21.142,13.81,3.5688,0.1663,0.2528,0.476923077
17/08/2009,66.75,66.75,5049.04,5.44,6.56,62.69,27.89,2774,451.698,2.0728,97.973,2.0006,979.73,978.51,998.18,998.18,20.6296,13.81,3.4684,0.1674,0.2568,0.453846154
18/08/2009,69.19,69.19,4283.67,5.47,6.58,60.51,26.18,2704,460.601,2.0728,98.967,2.0209,989.67,980.62,991.2,980.62,20.8385,13.81,3.5092,0.1775,0.2619,0.446153846
19/08/2009,72.42,72.42,4356.59,5.39,6.55,60.65,26.26,2614,471.449,2.0728,99.646,2.035,996.46,980.62,999.61,986.88,20.9742,13.92,3.4517,0.1572,0.2467,0.438461538
20/08/2009,72.54,72.54,4972.9,5.35,6.51,59.72,25.09,2534,466.12,2.0728,100.737,2.057,1007.37,996.39,1008.92,996.41,21.2151,13.87,3.4313,0.1521,0.2436,0.430769231
21/08/2009,73.89,73.89,6004.22,5.47,6.62,60.28,25.01,2468,470.292,2.0728,102.613,2.0953,1026.13,1009.06,1027.59,1009.06,21.6106,13.87,3.5649,0.1562,0.2487,0.423076923
24/08/2009,74.37,74.37,6337.09,5.4,6.53,62.3,25.14,2437,474.712,2.0728,102.557,2.0942,1025.57,1022.48,1035.82,1026.59,21.5992,13.87,3.4755,0.1521,0.2436,0.4
25/08/2009,72.05,72.05,5819.6,5.35,6.46,63.38,24.92,2388,464.02,2.0728,102.8,2.0992,1028,1026.21,1037.75,1026.63,21.6506,13.87,3.4348,0.1552,0.2538,0.392307692
26/08/2009,71.43,71.43,5087.56,5.33,6.42,64.67,24.95,2427,460.899,2.0728,102.812,2.0995,1028.12,1021.57,1032.47,1027.35,21.6533,13.87,3.4329,0.145,0.2467,0.384615385
27/08/2009,72.49,72.49,5822.12,5.35,6.43,63.37,24.68,2425,464.425,2.0728,103.098,2.1047,1030.98,1016.2,1033.33,1027.81,21.7077,13.77,3.4531,0.14,0.2365,0.376923077
28/08/2009,72.74,72.74,5843.45,5.3,6.41,62.61,24.76,2421,466.704,2.0728,102.893,2.1006,1028.93,1023.13,1039.47,1031.62,21.6671,13.76,3.4456,0.1369,0.2345,0.369230769
31/08/2009,69.96,69.96,5339.68,5.27,6.38,62.98,26.01,#N/A,453.787,2.0728,102.062,2.0822,1020.62,1014.62,1025.21,1025.21,21.5072,13.75,3.3975,0.1268,0.2233,0.346153846
01/09/2009,68.05,68.05,6972.3,5.27,6.39,64.02,29.15,2423,443.205,2.0728,99.804,2.0341,998.04,996.28,1028.45,1019.52,21.0209,13.86,3.3625,0.1288,0.2213,0.338461538
02/09/2009,68.05,68.05,5956.44,5.16,6.28,62.58,28.9,2413,442.444,2.0728,99.475,2.0274,994.75,991.97,1000.34,996.07,20.9519,13.86,3.3056,0.1288,0.2131,0.330769231
03/09/2009,67.96,67.96,4735.43,5.2,6.33,57.43,27.1,2414,440.362,2.0728,100.324,2.0445,1003.24,992.25,1003.43,996.12,21.1357,13.89,3.344,0.1217,0.2162,0.323076923
04/09/2009,68.02,68.02,4143.3,5.32,6.45,56.55,25.26,2415,439.012,2.0728,101.64,2.0712,1016.4,1001.65,1016.48,1003.84,21.4121,13.89,3.4378,0.1258,0.2213,0.315384615
08/09/2009,71.1,71.1,5379.35,5.37,6.45,55.52,25.62,2462,454.327,2.0728,102.539,2.0886,1025.39,1018.67,1026.07,1018.67,21.5961,13.92,3.4823,0.1217,0.2162,0.284615385
09/09/2009,71.31,71.31,5212.78,5.39,6.49,54.04,24.32,2491,457.16,2.0728,103.337,2.1049,1033.37,1023.97,1036.34,1025.36,21.772,13.9,3.4711,0.1349,0.201,0.276923077
10/09/2009,71.94,71.94,5568.35,5.23,6.32,53.92,23.55,2492,461.126,2.0728,104.414,2.1268,1044.14,1028.04,1044.14,1032.99,21.9985,13.9,3.3472,0.1369,0.206,0.269230769
11/09/2009,69.29,69.29,4969.19,5.19,6.31,55.65,24.15,2468,451.424,2.0728,104.273,2.1239,1042.73,1038.4,1048.18,1043.92,21.9859,13.84,3.347,0.1349,0.206,0.261538462
14/09/2009,68.86,68.86,4931.02,5.24,6.36,54.98,23.86,2450,452.548,2.0728,104.934,2.1373,1049.34,1035,1049.74,1040.15,22.1307,13.83,3.4208,0.1298,0.1959,0.238461538
15/09/2009,70.93,70.93,6281.63,5.28,6.4,54.34,23.42,2431,462.717,2.0728,105.263,2.144,1052.63,1043.42,1056.04,1049.03,22.1998,13.83,3.4541,0.1247,0.201,0.230769231
16/09/2009,72.51,72.51,6926.78,5.28,6.39,52.92,23.69,2415,473.001,2.0728,106.876,2.1769,1068.76,1052.87,1068.76,1053.99,22.5401,13.83,3.469,0.1014,0.1938,0.223076923
17/09/2009,72.47,72.47,6727.05,5.18,6.29,53.3,23.65,2390,472.462,2.0333,106.549,2.1701,1065.49,1061.2,1074.77,1067.87,22.4701,13.83,3.3836,0.0872,0.1857,0.215384615
18/09/2009,72.04,72.04,6456.55,5.23,6.34,56.14,23.92,2356,468.925,2.0333,106.83,2.1757,1068.3,1064.27,1071.52,1066.6,22.5286,13.83,3.4632,0.0791,0.1928,0.207692308
21/09/2009,69.71,69.71,4703.19,5.23,6.35,57.19,24.06,2318,455.614,2.0333,106.466,2.1609,1064.66,1057.46,1067.28,1067.14,22.8531,12.83,3.4799,0.0842,0.1877,0.184615385
22/09/2009,71.55,71.55,5343.36,5.19,6.3,55.8,23.08,2246,465.333,2.0333,107.166,2.1752,1071.66,1066.35,1073.81,1066.35,23.0038,12.83,3.4445,0.0974,0.1938,0.176923077
23/09/2009,68.97,68.97,5602.32,5.17,6.28,56.61,23.49,2175,454.932,2.0333,106.087,2.1532,1060.87,1060.39,1080.15,1072.69,22.7718,12.83,3.4184,0.0913,0.1908,0.169230769
24/09/2009,65.89,65.89,5573.01,5.16,6.26,60.01,24.95,2163,441.691,2.0333,105.078,2.1328,1050.78,1045.85,1066.29,1062.56,22.5557,12.83,3.3813,0.0892,0.1857,0.161538462
25/09/2009,66.02,66.02,4582.93,5.11,6.17,58.71,25.61,2183,440.92,2.0333,104.438,2.1184,1044.38,1041.17,1053.47,1049.48,22.3166,13.04,3.3184,0.0963,0.1857,0.153846154
28/09/2009,66.84,66.84,3811.12,5.07,6.12,56.7,24.88,2192,444.651,2.0333,106.298,2.1539,1062.98,1045.38,1065.13,1045.38,22.7723,13.3,3.2797,0.0862,0.1705,0.130769231
29/09/2009,66.71,66.71,4985.79,5.06,6.12,58.11,25.19,2185,444.482,2.0333,106.061,2.1491,1060.61,1057.83,1069.62,1063.69,22.7217,13.3,3.2906,0.1207,0.1806,0.123076923
30/09/2009,70.61,70.61,6444.65,5.09,6.17,56.96,25.61,2220,462.748,2.0333,105.708,2.123,1057.08,1046.47,1063.4,1061.02,23.0609,13.75,3.3053,0.1075,0.1684,0.115384615
01/10/2009,70.82,70.82,5968.79,5.03,6.11,54.23,28.27,2284,459.657,2.0333,102.985,2.0683,1029.85,1029.45,1054.91,1054.91,22.4668,13.75,3.179,0.0943,0.1451,0.107692308
02/10/2009,69.95,69.95,5587.44,5.11,6.17,61.99,28.68,2357,454.276,2.0333,102.521,2.0574,1025.21,1019.95,1030.6,1029.71,22.3563,13.86,3.2188,0.0882,0.137,0.1
05/10/2009,70.41,70.41,4398.28,5.13,6.19,56.94,26.84,2362,457.382,2.0333,104.046,2.0877,1040.46,1025.92,1042.58,1026.87,22.7515,13.75,3.2205,0.0882,0.1278,0.076923077
06/10/2009,70.88,70.88,5064.19,5.16,6.21,55.55,25.7,2441,463.064,2.0333,105.472,2.1163,1054.72,1042.02,1060.55,1042.02,23.0631,13.75,3.2552,0.069,0.1451,0.069230769
07/10/2009,69.57,69.57,4110.92,5.1,6.13,54.51,24.68,2546,459.038,2.0333,105.758,2.1221,1057.58,1050.1,1058.02,1053.65,23.1262,13.75,3.182,0.0578,0.1349,0.061538462
08/10/2009,71.69,71.69,5052.48,5.2,6.23,53.46,24.18,2647,472.521,2.0333,106.548,2.138,1065.48,1060.03,1070.67,1060.03,23.3481,13.59,3.2477,0.0578,0.14,0.053846154
09/10/2009,71.77,71.77,3779.5,5.31,6.36,51.93,23.12,2695,472.225,2.0333,107.149,2.15,1071.49,1063,1071.51,1065.28,23.48,13.59,3.3802,0.0639,0.1532,0.046153846
12/10/2009,73.27,73.27,3681.69,#N/A,#N/A,51.86,23.01,2696,483.707,2.0333,107.619,2.1594,1076.19,1071.63,1079.46,1071.63,23.5822,13.59,#N/A,#N/A,#N/A,0.023076923
13/10/2009,74.15,74.15,4435.8,5.25,6.29,52.99,22.99,2646,488.256,2.0333,107.319,2.1534,1073.19,1066.71,1075.3,1074.96,23.5169,13.59,3.3468,0.0588,0.141,0.015384615
14/10/2009,75.18,75.18,5437.24,5.36,6.41,53.3,22.86,2597,492.39,2.0333,109.202,2.1912,1092.02,1078.68,1093.17,1078.68,23.9293,13.59,3.4136,0.0659,0.1451,0.007692308
15/10/2009,77.58,77.58,5499.77,5.37,6.45,52.1,21.72,2688,503.191,2.0333,109.656,2.2001,1096.56,1086.41,1096.56,1090.36,24.0275,13.59,3.4565,0.0527,0.1431,0
16/10/2009,78.53,78.53,4982.84,5.28,6.36,56.98,21.43,2728,508.2,2.0333,108.768,2.1783,1087.68,1081.53,1094.67,1094.67,23.8435,13.34,3.4115,0.0568,0.1502,0
19/10/2009,79.61,79.61,4615.21,5.25,6.32,57.72,21.49,2766,515.028,2.0333,109.791,2.1987,1097.91,1086.48,1100.17,1088.22,24.0674,13.34,3.3891,0.0608,0.1603,0
20/10/2009,79.09,79.09,5375.23,5.2,6.26,56.37,20.9,2832,512.233,2.0333,109.106,2.185,1091.06,1086.16,1098.64,1098.64,23.9176,13.34,3.3407,0.075,0.1654,0
21/10/2009,81.37,81.37,5654.33,5.25,6.31,57.14,22.22,2917,525.055,2.0333,108.14,2.1657,1081.4,1080.77,1101.36,1090.36,23.7061,13.34,3.3853,0.0639,0.1654,0
22/10/2009,81.19,81.19,5224.08,5.31,6.32,53.3,20.69,3001,523.327,2.0333,109.291,2.1888,1092.91,1074.31,1095.21,1080.96,23.9606,13.34,3.4132,0.0436,0.1522,0
23/10/2009,80.5,80.5,4747.72,5.3,6.35,54.07,22.27,3043,519.284,2.0333,107.96,2.1615,1079.6,1075.49,1095.83,1095.62,23.7168,13.2,3.49,0.0507,0.1664,0
26/10/2009,78.68,78.68,5538.35,5.38,6.42,56.91,24.31,3044,508.844,2.0333,106.695,2.1353,1066.95,1065.23,1091.75,1080.36,23.4654,13.15,3.5542,0.0497,0.1735,0
27/10/2009,79.55,79.55,5386.54,5.28,6.33,56.73,24.83,3013,510.953,2.0333,106.341,2.1282,1063.41,1060.62,1072.48,1067.54,23.3878,13.15,3.4448,0.071,0.1654,0
28/10/2009,77.46,77.46,6529.35,5.23,6.29,62.4,27.91,2986,498.339,2.0333,104.263,2.0864,1042.63,1042.19,1063.26,1061.51,22.9289,13.15,3.4148,0.0588,0.1522,0
29/10/2009,79.87,79.87,5698.9,5.34,6.39,55.68,24.76,3013,511.371,2.0333,106.611,2.1334,1066.11,1043.69,1066.83,1043.69,23.4451,13.15,3.4974,0.0477,0.1624,0
30/10/2009,77,77,6742.8,5.23,6.27,64.95,30.69,3103,496.808,2.0333,103.619,2.073,1036.19,1033.38,1065.41,1065.41,22.8025,13.14,3.3828,0.0446,0.1552,0
02/11/2009,78.13,78.13,6225.59,5.26,6.3,62.28,29.78,3185,503.632,2.0333,104.288,2.0869,1042.88,1029.38,1052.18,1036.18,22.9877,13.1,3.4145,0.0385,0.1512,0
03/11/2009,79.6,79.6,5524.82,5.32,6.37,60.44,28.81,3247,510.251,2.0333,104.541,2.0918,1045.41,1033.94,1046.36,1040.92,23.0424,13.1,3.4652,0.0406,0.1573,0
04/11/2009,80.4,80.4,5607.71,5.41,6.46,59.92,27.72,3295,513.363,2.0333,104.65,2.0903,1046.5,1045.15,1061,1047.14,22.9532,13.27,3.5237,0.0436,0.1532,0
05/11/2009,79.62,79.62,4914.93,5.39,6.43,56.39,25.43,3335,508.423,2.0333,106.663,2.1305,1066.63,1047.3,1066.65,1047.3,23.3951,13.27,3.5236,0.0335,0.1522,0
06/11/2009,77.43,77.43,4277.23,5.36,6.4,52.75,24.19,3393,497.022,2.0333,106.93,2.1369,1069.3,1059.32,1071.48,1064.95,23.4557,13.31,3.4971,0.0416,0.1512,0
09/11/2009,79.43,79.43,4544.44,5.37,6.41,50.68,23.15,3480,510.287,2.0333,109.308,2.1849,1093.08,1072.31,1093.19,1072.31,23.9818,13.18,3.4857,0.0436,0.1552,0
10/11/2009,79.05,79.05,4402.03,5.38,6.42,49.68,22.84,3615,509.338,2.0333,109.301,2.1848,1093.01,1087.4,1096.42,1091.86,23.9804,13.18,3.4724,0.0578,0.1552,0
11/11/2009,79.28,79.28,4319.58,#N/A,#N/A,51.46,23.04,3748,513.19,2.0333,109.851,2.1958,1098.51,1093.81,1105.37,1096.04,24.1005,13.18,#N/A,#N/A,#N/A,0
12/11/2009,76.94,76.94,4163.08,5.35,6.39,56.51,24.24,3954,503.734,2.0333,108.724,2.173,1087.24,1084.9,1101.97,1098.31,23.8571,13.16,3.4438,0.0507,0.1502,0
13/11/2009,76.35,76.35,3752.27,5.32,6.36,53.89,23.36,4111,501.853,2.0333,109.348,2.1854,1093.48,1085.33,1097.79,1087.59,23.994,13.16,3.4177,0.0517,0.1542,0
16/11/2009,78.9,78.9,4547.93,5.22,6.25,52.96,22.89,4220,517.871,2.0333,110.93,2.217,1109.3,1094.13,1113.69,1094.13,24.3409,13.16,3.3343,0.0558,0.1552,0
17/11/2009,79.14,79.14,3843.7,5.21,6.25,51.79,22.41,4381,519.583,2.0333,111.032,2.2189,1110.32,1102.19,1110.52,1109.22,24.362,13.16,3.3232,0.0537,0.1552,0
18/11/2009,79.58,79.58,4293.39,5.26,6.3,48.98,21.63,4643,520.19,2.0333,110.98,2.2179,1109.8,1102.7,1111.1,1109.44,24.3507,13.16,3.3638,0.0203,0.14,0
19/11/2009,77.46,77.46,4208.58,5.25,6.27,49.14,22.63,4661,510.647,2.0333,109.49,2.1881,1094.9,1088.4,1106.44,1106.44,24.0217,13.17,3.3361,0.0051,0.1217,0
20/11/2009,76.72,76.72,3758.13,5.27,6.29,46.86,22.19,4507,508.656,2.0333,109.138,2.1835,1091.38,1086.81,1094.66,1094.66,23.9416,13.22,3.3656,0.0051,0.1299,0
23/11/2009,77.56,77.56,3848.48,5.28,6.29,46.86,21.16,4423,510.266,2.0333,110.624,2.2131,1106.24,1094.86,1112.38,1094.86,24.2683,13.22,3.3489,0.0101,0.1349,0
24/11/2009,76.02,76.02,3747.15,5.25,6.25,#N/A,20.47,4340,501.857,2.0333,110.565,2.212,1105.65,1097.63,1107.56,1105.83,24.2554,13.22,3.3027,0.0304,0.1319,0
25/11/2009,77.96,77.96,2981.03,5.23,6.23,#N/A,20.48,4234,514.741,2.0333,111.063,2.2217,1110.63,1104.75,1111.18,1106.49,24.3681,13.21,3.2695,0.0345,0.136,0
27/11/2009,76.05,76.05,2272.34,5.2,6.2,#N/A,24.74,3974,506.671,2.0333,109.149,2.1833,1091.49,1083.74,1105.47,1105.47,23.9721,13.14,3.2051,0.0152,0.1268,0
30/11/2009,77.28,77.28,4243.38,5.2,6.2,#N/A,24.51,3887,512.574,2.0333,109.563,2.1893,1095.63,1086.25,1097.24,1091.07,24.1092,13.25,3.1978,0.0466,0.1471,0
01/12/2009,78.37,78.37,4283.69,5.28,6.28,#N/A,21.92,3836,517.826,2.0333,110.886,2.2157,1108.86,1098.89,1112.28,1098.89,24.4001,13.25,3.2822,0.0406,0.14,0
02/12/2009,76.6,76.6,3934.95,5.27,6.27,#N/A,21.12,3918,509.308,2.0333,110.924,2.2165,1109.24,1105.29,1115.58,1109.03,24.4085,13.25,3.3099,0.0385,0.1431,0
03/12/2009,76.46,76.46,4838.77,5.33,6.32,#N/A,22.46,4062,508.488,2.0333,109.992,2.1978,1099.92,1098.74,1117.28,1110.59,24.1553,13.36,3.3842,0.0365,0.1441,0
04/12/2009,75.47,75.47,6044.68,5.41,6.39,#N/A,21.25,4107,503.327,2.0333,110.598,2.2099,1105.98,1096.52,1119.13,1100.43,24.2885,13.36,3.4722,0.0385,0.1654,0
07/12/2009,73.93,73.93,4154.32,5.4,6.37,#N/A,22.1,4036,500.005,2.0333,110.325,2.1945,1103.25,1100.83,1110.72,1105.52,24.1673,13.68,3.429,0.0152,0.1441,0
08/12/2009,72.62,72.62,4781.27,5.37,6.32,#N/A,23.69,3902,495.944,2.0333,109.194,2.172,1091.94,1088.61,1103.04,1103.04,23.9202,13.68,3.3804,0.0203,0.1349,0
09/12/2009,70.67,70.67,4169.69,5.38,6.34,#N/A,22.66,3791,486.097,2.0333,109.595,2.18,1095.95,1085.89,1097.04,1091.07,24.0093,13.68,3.4328,0.0203,0.14,0
10/12/2009,70.54,70.54,4087.57,5.45,6.42,#N/A,22.32,3671,487.854,2.0333,110.235,2.1921,1102.35,1098.69,1106.25,1098.69,24.1427,13.68,3.4967,0.0203,0.1441,0
11/12/2009,69.87,69.87,3810.42,5.45,6.41,#N/A,21.59,3579,489.324,2.0333,110.641,2.2002,1106.41,1101.34,1108.5,1103.96,24.2318,13.68,3.5498,0.0203,0.1502,0
14/12/2009,69.51,69.51,4614.79,5.43,6.35,#N/A,21.15,3530,491.932,2.0333,111.411,2.2154,1114.11,1107.84,1114.76,1107.84,24.4001,13.68,3.548,0.0203,0.1522,0
15/12/2009,70.69,70.69,5149.1,5.48,6.4,#N/A,21.49,3518,494.781,2.0333,110.793,2.2031,1107.93,1105.35,1114.11,1114.11,24.2643,13.68,3.5861,0.0406,0.1644,0
16/12/2009,72.66,72.66,5107.04,5.47,6.38,#N/A,20.54,3474,503.547,2.0333,110.918,2.2055,1109.18,1107.96,1116.21,1108.61,24.2911,13.68,3.5975,0.0335,0.1603,0
17/12/2009,72.65,72.65,7822.55,5.35,6.25,#N/A,22.51,3376,499.375,2.3608,109.608,2.1794,1096.08,1095.88,1106.36,1106.36,24.0038,13.68,3.478,0.0365,0.1461,0
18/12/2009,73.36,73.36,8423.88,5.39,6.28,#N/A,21.68,3258,501.396,2.3608,110.247,2.1921,1102.47,1093.88,1103.74,1097.86,24.1433,13.68,3.5368,0.0365,0.1563,0
21/12/2009,72.47,72.47,4073.32,5.5,6.38,#N/A,20.49,3154,497.883,2.3608,111.405,2.2057,1114.05,1105.31,1117.68,1105.31,25.9554,10.95,3.6745,0.0416,0.1634,0
22/12/2009,74.4,74.4,3723.7,5.51,6.41,#N/A,19.54,3063,499.731,2.3608,111.802,2.2135,1118.02,1114.51,1120.27,1114.51,26.0478,10.95,3.7538,0.07,0.1613,0
23/12/2009,76.67,76.67,3150.47,5.5,6.4,#N/A,19.71,3023,511.865,2.3608,112.059,2.2198,1120.59,1116,1121.58,1118.84,26.1489,10.88,3.7481,0.0537,0.1674,0
24/12/2009,78.05,78.05,1221.04,5.58,6.47,#N/A,19.47,3005,515.843,2.3608,112.648,2.2314,1126.48,1121.08,1126.48,1121.08,26.286,10.88,3.8029,0.0395,0.1674,0.007692308
28/12/2009,78.77,78.77,2793.82,5.59,6.49,#N/A,19.93,#N/A,523.516,2.3608,112.778,2.2279,1127.78,1123.51,1130.38,1127.53,25.9446,12.46,3.8402,0.0558,0.1877,0.038461538
29/12/2009,78.87,78.87,2501.27,5.53,6.41,#N/A,20.01,#N/A,523.778,2.3608,112.62,2.2248,1126.2,1126.08,1130.38,1128.55,25.9087,12.46,3.7972,0.0821,0.1959,0.046153846
30/12/2009,79.28,79.28,2329.95,5.46,6.36,#N/A,19.96,#N/A,525.044,2.3608,112.642,2.2252,1126.42,1121.94,1126.42,1125.53,25.9136,12.46,3.7856,0.0406,0.1827,0.053846154
31/12/2009,79.36,79.36,2204.98,5.49,6.39,#N/A,21.68,#N/A,524.621,2.3608,111.51,2.1531,1115.1,1114.81,1127.64,1126.6,18.9199,50.75,3.8368,0.0477,0.1857,0.061538462
04/01/2010,81.51,81.51,4001.01,5.53,6.39,#N/A,20.04,3140,537.943,2.3608,113.299,2.1864,1132.99,1116.56,1133.87,1116.56,19.1275,51.76,3.8155,0.0548,0.1695,0.1
05/01/2010,81.77,81.77,5137.41,5.46,6.3,#N/A,19.35,3270,538.477,2.3608,113.652,2.1931,1136.52,1129.66,1136.63,1132.66,19.1868,51.76,3.7608,0.0608,0.1522,0.107692308
